ID,Problem Name,Topic,Difficulty,GFG URL,Reason (No LC Equivalent)
26,"Pattern 15","Learn the basics",Easy,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 15 — no LC equivalent"
27,"Pattern 16","Learn the basics",Easy,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 16 — no LC equivalent"
28,"Pattern 17","Learn the basics",Easy,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 17 — no LC equivalent"
29,"Pattern 18","Learn the basics",Easy,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 18 — no LC equivalent"
30,"Pattern 19","Learn the basics",Easy,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 19 — no LC equivalent"
31,"Pattern 20","Learn the basics",Medium,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 20 — no LC equivalent"
32,"Pattern 21","Learn the basics",Medium,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 21 — no LC equivalent"
33,"Pattern 22","Learn the basics",Medium,"https://www.geeksforgeeks.org/pattern-programs-java/","Pattern 22 — no LC equivalent"
34,"STL","Learn the basics",Easy,"https://www.geeksforgeeks.org/collections-in-java-2/","Conceptual: STL overview (C++)"
35,"Java Collections","Learn the basics",Easy,"https://www.geeksforgeeks.org/collections-in-java-2/","Conceptual: Java Collections overview"
36,"Count all Digits of a Number","Learn the basics",Easy,"https://www.geeksforgeeks.org/program-count-digits-integer-3/","Conceptual: Count digits — math exercise, no LC equivalent"
39,"GCD of Two Numbers","Learn the basics",Easy,"https://www.geeksforgeeks.org/gcd-euclids-algorithm/","Teaches Euclidean algorithm (GCD of two numbers). LC 1979 is GCD of array max/min — different problem"
41,"Print all Divisors","Learn the basics",Easy,"https://www.geeksforgeeks.org/find-divisors-natural-number-set-1/","Print all divisors — math exercise, no accurate LC equivalent"
43,"Understand recursion by print something N times","Learn the basics",Easy,"https://www.geeksforgeeks.org/recursion-in-java/","Conceptual: Recursion introduction lesson"
44,"Print name N times using recursion","Learn the basics",Easy,"https://www.geeksforgeeks.org/recursion-in-java/","Conceptual: Recursion — print name N times"
45,"Print 1 to N using Recursion","Learn the basics",Easy,"https://www.geeksforgeeks.org/recursion-in-java/","Conceptual: Recursion — 1 to N"
46,"Print N to 1 using Recursion","Learn the basics",Easy,"https://www.geeksforgeeks.org/recursion-in-java/","Conceptual: Recursion — N to 1"
47,"Sum of First N Numbers","Learn the basics",Easy,"https://www.geeksforgeeks.org/program-find-sum-first-n-natural-numbers/","Conceptual: Recursion — sum of N numbers"
48,"Factorial of a given number","Learn the basics",Easy,"https://www.geeksforgeeks.org/factorial-in-java/","Conceptual: Recursion — factorial"
52,"Basic Hashing","Learn the basics",Easy,"https://www.geeksforgeeks.org/hashing-in-java/","Conceptual: Hashing theory"
53,"Counting Frequencies of Array Elements","Learn the basics",Easy,"https://www.geeksforgeeks.org/counting-frequencies-of-array-elements/","Conceptual: Frequency counting lesson"
62,"Largest Element ","Solve Problems on Arrays [Easy -> Medium -> Hard]",Easy,"https://www.geeksforgeeks.org/c-program-find-largest-element-array/","Largest Element in Array — LC ""Largest Number"" is a different (number ordering) problem"
63,"Second Largest Element","Solve Problems on Arrays [Easy -> Medium -> Hard]",Easy,"https://www.geeksforgeeks.org/find-second-largest-element-array/","Second Largest Element — no direct LC equivalent (LC 2367 is different)"
70,"Union of two sorted arrays","Solve Problems on Arrays [Easy -> Medium -> Hard]",Easy,"https://www.geeksforgeeks.org/union-and-intersection-of-two-sorted-arrays-2/","Union of Two Sorted Arrays — LC Merge Sorted Array merges in-place; union removes duplicates — different objective"
74,"Longest subarray with given sum K(positives)","Solve Problems on Arrays [Easy -> Medium -> Hard]",Medium,"https://www.geeksforgeeks.org/longest-sub-array-sum-k/","Longest Subarray Sum K (positives) — LC min-size subarray has different objective"
75,"Longest subarray with sum K","Solve Problems on Arrays [Easy -> Medium -> Hard]",Medium,"https://www.geeksforgeeks.org/longest-sub-array-sum-k/","Longest Subarray Sum K — GFG-exclusive; LC 325 is similar but with different constraints"
84,"Leaders in an Array","Solve Problems on Arrays [Easy -> Medium -> Hard]",Medium,"https://www.geeksforgeeks.org/leaders-in-an-array/","Leaders in an Array — no LC equivalent"
94,"Largest Subarray with Sum 0","Solve Problems on Arrays [Easy -> Medium -> Hard]",Medium,"https://www.geeksforgeeks.org/largest-subarray-with-0-sum/","Largest Subarray with Sum 0 — GFG-exclusive problem"
95,"Count subarrays with given xor K","Solve Problems on Arrays [Easy -> Medium -> Hard]",Hard,"https://www.geeksforgeeks.org/count-number-subarrays-given-xor/","Count Subarrays with XOR K — GFG-exclusive"
98,"Find the repeating and missing number","Solve Problems on Arrays [Easy -> Medium -> Hard]",Hard,"https://www.geeksforgeeks.org/find-a-repeating-and-a-missing-number/","Find Repeating and Missing Number — GFG-exclusive; LC 765 is different"
99,"Count Inversions","Solve Problems on Arrays [Easy -> Medium -> Hard]",Hard,"https://www.geeksforgeeks.org/counting-inversions/","Count Inversions — LC CSNAS counts per-element, not global inversion pairs"
106,"Floor and Ceil in Sorted Array","Binary Search [1D, 2D Arrays, Search Space]",Easy,"https://www.geeksforgeeks.org/floor-and-ceil-from-a-bst/","Floor and Ceil in Sorted Array — GFG-exclusive; LC 744 only gives next letter"
112,"Find out how many times the array is rotated","Binary Search [1D, 2D Arrays, Search Space]",Easy,"https://www.geeksforgeeks.org/find-rotation-count-rotated-sorted-array/","How many times rotated — LC finds minimum element, not rotation count"
116,"Find Nth root of a number","Binary Search [1D, 2D Arrays, Search Space]",Medium,"https://www.geeksforgeeks.org/find-nth-root-of-m/","Find Nth Root of Number — no LC equivalent"
122,"Aggressive Cows","Binary Search [1D, 2D Arrays, Search Space]",Hard,"https://www.geeksforgeeks.org/aggressive-cows/","Aggressive Cows — GFG/SPOJ classic; no LC equivalent"
123,"Book Allocation Problem","Binary Search [1D, 2D Arrays, Search Space]",Hard,"https://www.geeksforgeeks.org/allocate-minimum-number-pages/","Book Allocation — Binary-search-on-answer pattern; LC Split Array has same idea but different constraints"
125,"Painter's Partition","Binary Search [1D, 2D Arrays, Search Space]",Medium,"https://www.geeksforgeeks.org/painters-partition-problem/","Painter's Partition — same binary-search pattern as Book Allocation; LC equivalent has different framing"
128,"Kth element of 2 sorted arrays","Binary Search [1D, 2D Arrays, Search Space]",Medium,"https://www.geeksforgeeks.org/k-th-element-two-sorted-arrays/","Kth element of 2 sorted arrays — LC 4 is Median (k=n/2 fixed); Kth element is the generalization"
129,"Find row with maximum 1's","Binary Search [1D, 2D Arrays, Search Space]",Easy,"https://www.geeksforgeeks.org/find-index-maximum-occurring-element-equal-probability/","Find row with maximum 1s — no LC equivalent"
133,"Matrix Median","Binary Search [1D, 2D Arrays, Search Space]",Hard,"https://www.geeksforgeeks.org/find-median-row-wise-sorted-matrix/","Matrix Median — no LC equivalent"
145,"Count Number of Substrings","Strings [Basic and Medium]",Easy,"https://www.geeksforgeeks.org/count-substrings-with-k-distinct-characters/","Count Number of Substrings with K distinct chars — GFG-exclusive"
149,"Introduction to Singly LinkedList","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/linked-list-set-1-introduction/","Conceptual: Singly LL introduction"
150,"Insertion at the head of Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/linked-list-set-2-inserting-a-node/","Conceptual: LL insertion at head"
152,"Find the length of the Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/find-length-of-a-linked-list-iterative-and-recursive/","Conceptual: Find LL length"
153,"Search in Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/search-an-element-in-a-linked-list-iterative-and-recursive/","Conceptual: Search in LL"
154,"Introduction to Doubly LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/doubly-linked-list/","Conceptual: Doubly LL introduction"
155,"Insert node before head in Doubly Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/doubly-linked-list/","Conceptual: DLL insertion"
156,"Delete head of Doubly Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/doubly-linked-list/","Conceptual: DLL deletion"
157,"Reverse a Doubly Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/reverse-a-doubly-linked-list/","Reverse Doubly LL — LC 206 is singly LL only; DLL reversal requires separate pointer management"
163,"Length of loop in LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/find-length-of-loop-in-linked-list/","Length of Loop in LL — no LC equivalent (LC 141 only detects, does not measure)"
169,"Sort a Linked List of 0's 1's and 2's","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/sort-linked-list-already-sorted-absolute-values/","Sort LL of 0s, 1s, 2s — GFG-exclusive; LC Sort List is general comparison sort"
171,"Add one to a number represented by LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/add-1-number-represented-linked-list/","Add 1 to number represented as LL — no LC equivalent"
173,"Delete all occurrences of a key in DLL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://www.geeksforgeeks.org/delete-occurrences-given-key-doubly-linked-list/","Delete all occurrences in DLL — no LC equivalent"
174,"Find Pairs with Given Sum in Doubly Linked List","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/find-pairs-given-sum-doubly-linked-list/","Find Pairs with Given Sum in DLL — no LC equivalent"
175,"Remove duplicates from sorted DLL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://www.geeksforgeeks.org/remove-duplicates-sorted-doubly-linked-list/","Remove duplicates from sorted DLL — LC 83 is singly LL only"
178,"Flattening of LL","Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]",Hard,"https://www.geeksforgeeks.org/flattening-a-linked-list/","Flattening of LL — GFG-exclusive problem structure"
183,"Sort a stack using recursion","Recursion [PatternWise]",Medium,"https://www.geeksforgeeks.org/sort-a-stack-using-recursion/","Sort stack using recursion — no LC equivalent"
184,"Reverse a Stack","Recursion [PatternWise]",Medium,"https://www.geeksforgeeks.org/reverse-a-stack-using-recursion/","Reverse a Stack — no LC equivalent"
188,"Learn All Patterns of Subsequences (Theory)","Recursion [PatternWise]",Easy,"https://www.geeksforgeeks.org/generating-all-possible-subsequences-using-recursion/","Conceptual: Subsequence patterns theory lesson"
189,"Count all subsequences with sum K","Recursion [PatternWise]",Easy,"https://www.geeksforgeeks.org/count-of-subsets-having-sum-equal-to-k/","Count subsequences with sum K — no LC equivalent"
190,"Check if there exists a subsequence with sum K","Recursion [PatternWise]",Easy,"https://www.geeksforgeeks.org/check-if-a-subset-with-sum-divisible-by-m-exist/","Check subsequence with sum K — no LC equivalent"
200,"Rat in a Maze","Recursion [PatternWise]",Hard,"https://www.geeksforgeeks.org/rat-in-a-maze/","Rat in a Maze — GFG classic; no LC equivalent"
202,"M Coloring Problem","Recursion [PatternWise]",Hard,"https://www.geeksforgeeks.org/m-coloring-problem-backtracking-5/","M Coloring Problem — no LC equivalent"
205,"Introduction to Bits and Tricks","Bit Manipulation [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/bits-manipulation-important-tactics/","Conceptual: Bit manipulation theory"
206,"Check if the i-th bit is Set or Not","Bit Manipulation [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/check-whether-k-th-bit-set-not/","Conceptual: Check i-th bit"
207,"Check if a Number is Odd or Not","Bit Manipulation [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/check-if-number-is-even-or-odd/","Conceptual: Check odd/even via bit"
210,"Set/Unset the rightmost unset bit","Bit Manipulation [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/unset-rightmost-set-bit/","Set/Unset rightmost unset bit — no LC equivalent"
211,"Swap Two Numbers","Bit Manipulation [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/swap-two-numbers-without-using-temporary-variable/","Swap two numbers — no LC equivalent"
216,"XOR of numbers in a given range","Bit Manipulation [Concepts & Problems]",Medium,"https://www.geeksforgeeks.org/find-xor-of-all-elements-in-a-given-range/","XOR of numbers in range — no LC equivalent"
218,"Print Prime Factors of a Number","Bit Manipulation [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/prime-factorization-using-sieve-olog-n-multiple-queries/","Print prime factors — no LC equivalent"
219,"Divisors of a Number","Bit Manipulation [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/find-divisors-natural-number-set-1/","Divisors of a number — no LC equivalent"
221,"Prime factorisation of a Number","Bit Manipulation [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/prime-factorization-using-sieve-olog-n-multiple-queries/","Prime factorization — no LC equivalent"
223,"Implement Stack using Arrays","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://www.geeksforgeeks.org/stack-data-structure-introduction-program/","Conceptual: Implement Stack using Array"
224,"Implement Queue using Arrays","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://www.geeksforgeeks.org/queue-data-structure/","Conceptual: Implement Queue using Array"
227,"Implement stack using Linkedlist","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://www.geeksforgeeks.org/implement-a-stack-using-singly-linked-list/","Conceptual: Implement Stack using LinkedList"
228,"Implement queue using Linkedlist","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://www.geeksforgeeks.org/queue-linked-list-implementation/","Conceptual: Implement Queue using LinkedList"
231,"Infix to Postfix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://www.geeksforgeeks.org/stack-set-2-infix-to-postfix/","Infix to Postfix Conversion — no LC equivalent"
232,"Prefix to Infix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://www.geeksforgeeks.org/prefix-infix-conversion/","Prefix to Infix Conversion — no LC equivalent"
233,"Prefix to Postfix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://www.geeksforgeeks.org/prefix-postfix-conversion/","Prefix to Postfix Conversion — no LC equivalent"
234,"Postfix to Prefix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://www.geeksforgeeks.org/postfix-prefix-conversion/","Postfix to Prefix Conversion — no LC equivalent"
235,"Postfix to Infix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://www.geeksforgeeks.org/postfix-to-infix/","Postfix to Infix Conversion — no LC equivalent"
236,"Infix to Prefix Conversion","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://www.geeksforgeeks.org/infix-prefix-conversion/","Infix to Prefix Conversion — no LC equivalent"
239,"Next Smaller Element","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Medium,"https://www.geeksforgeeks.org/next-smaller-element/","Next Smaller Element — LC 496 is Next Greater (not smaller); NSE is different direction"
240,"Number of Greater Elements to the Right","Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",Easy,"https://www.geeksforgeeks.org/find-the-element-before-which-all-the-elements-are-smaller-than-it-and-after-which-all-are-greater/","Number of Greater Elements to Right — no exact LC equivalent"
266,"Heaps (Theory Video)","Heaps [Learning, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/binary-heap/","Conceptual: Heaps theory video"
267,"Implement Min Heap","Heaps [Learning, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/min-heap-in-java/","Conceptual: Implement Min Heap"
268,"Check if an array represents a min heap ","Heaps [Learning, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/check-if-a-given-binary-tree-is-heap/","Check if array represents min heap — no LC equivalent"
269,"Convert Min Heap to Max Heap","Heaps [Learning, Medium, Hard Problems]",Medium,"https://www.geeksforgeeks.org/convert-min-heap-to-max-heap/","Convert Min Heap to Max Heap — no LC equivalent"
271,"Sort K sorted array","Heaps [Learning, Medium, Hard Problems]",Easy,"https://www.geeksforgeeks.org/k-largestor-smallest-elements-in-an-array/","Sort K Sorted Array — no standalone LC equivalent"
279,"Maximum Sum Combination","Heaps [Learning, Medium, Hard Problems]",Hard,"https://www.geeksforgeeks.org/find-k-pairs-largest-sum/","Maximum Sum Combination — LC 373 is K smallest pairs (minimize), not maximize"
283,"Fractional Knapsack","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://www.geeksforgeeks.org/fractional-knapsack-problem/","Fractional Knapsack — no LC equivalent (LC only has 0/1 variants)"
286,"N meetings in one room","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://www.geeksforgeeks.org/n-meetings-in-one-room/","N Meetings in One Room — LC Non-Overlapping Intervals minimizes removals; Striver maximizes meetings — different objective"
289,"Minimum number of platforms required for a railway","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://www.geeksforgeeks.org/minimum-number-platforms-required-railwaybus-station/","Minimum platforms for railway — no LC equivalent"
290,"Job sequencing Problem","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://www.geeksforgeeks.org/job-sequencing-problem/","Job Sequencing Problem — no LC equivalent"
292,"Shortest Job First","Greedy Algorithms [Easy, Medium/Hard]",Medium,"https://www.geeksforgeeks.org/program-for-shortest-job-first-or-sjf-cpu-scheduling-set-1-non-preemptive/","Shortest Job First (CPU scheduling) — no LC equivalent"
297,"Introduction to Trees","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://www.geeksforgeeks.org/binary-tree-data-structure/","Conceptual: Introduction to Trees"
298,"Binary Tree Representation in Java","Binary Trees [Traversals, Medium and Hard Problems]",Easy,"https://www.geeksforgeeks.org/binary-tree-set-1-introduction/","Conceptual: Binary Tree representation in Java"
317,"Top View of BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://www.geeksforgeeks.org/print-nodes-top-view-binary-tree/","Top View of Binary Tree — no LC equivalent"
318,"Bottom view of BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://www.geeksforgeeks.org/bottom-view-binary-tree/","Bottom View of Binary Tree — no LC equivalent"
324,"Children Sum Property in Binary Tree","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://www.geeksforgeeks.org/check-for-children-sum-property-in-a-binary-tree/","Children Sum Property — no LC equivalent"
326,"Minimum time taken to burn the BT from a given Node","Binary Trees [Traversals, Medium and Hard Problems]",Hard,"https://www.geeksforgeeks.org/burning-tree/","Minimum time to burn BT — no LC equivalent"
328,"Requirements needed to construct a unique BT","Binary Trees [Traversals, Medium and Hard Problems]",Medium,"https://www.geeksforgeeks.org/if-you-are-given-two-traversal-sequences-can-you-construct-the-binary-tree/","Conceptual: Requirements to construct unique BT"
335,"Introduction to BST","Binary Search Trees [Concept and Problems]",Easy,"https://www.geeksforgeeks.org/binary-search-tree-data-structure/","Conceptual: Introduction to BST"
337,"Find Min/Max in BST","Binary Search Trees [Concept and Problems]",Easy,"https://www.geeksforgeeks.org/find-the-minimum-and-maximum-element-in-a-binary-search-tree/","Find Min/Max in BST — no LC equivalent; BST min/max is trivial traversal with no LC problem"
338,"Floor and Ceil in a BST","Binary Search Trees [Concept and Problems]",Easy,"https://www.geeksforgeeks.org/floor-and-ceil-from-a-bst/","Floor and Ceil in BST — LC 700 only searches; floor/ceil is a different operation"
339,"Floor in a Binary Search Tree","Binary Search Trees [Concept and Problems]",Easy,"https://www.geeksforgeeks.org/floor-in-binary-search-tree-bst/","Floor in BST — same as 338; no LC equivalent"
351,"Introduction to Graph","Graphs [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/graph-and-its-representations/","Conceptual: Introduction to Graphs"
352,"Graph Representation | C++","Graphs [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/graph-and-its-representations/","Conceptual: Graph Representation in C++"
353,"Graph Representation | Java","Graphs [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/graph-and-its-representations/","Conceptual: Graph Representation in Java"
361,"Cycle Detection in Undirected Graph (bfs)","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/detect-cycle-undirected-graph/","Cycle Detection Undirected BFS — LC 261 Graph Valid Tree is premium/locked"
371,"Topo Sort","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/topological-sorting/","Topological Sort (DFS) — Course Schedule detects cycles; does not produce the topological ordering"
372,"Topological sort or Kahn's algorithm","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/topological-sorting-indegree-based-solution/","Kahn's Algorithm — Course Schedule II returns an order but for a specific applied problem, not the pure algorithm"
378,"Shortest path in undirected graph with unit weights","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/shortest-path-unweighted-graph/","Shortest path in undirected unit-weight graph — no LC equivalent"
379,"Shortest path in DAG","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/shortest-path-for-directed-acyclic-graphs/","Shortest path in DAG — no LC equivalent"
381,"Why priority Queue is used in Djisktra's Algorithm","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/dijkstras-shortest-path-algorithm-greedy-algo-7/","Conceptual: Why priority queue in Dijkstra"
387,"Minimum multiplications to reach end","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/minimum-steps-to-reach-a-destination-using-bfs/","Minimum multiplications to reach end — GFG-exclusive"
388,"Bellman Ford Algorithm","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/bellman-ford-algorithm-dp-23/","Bellman Ford Algorithm — GFG teaches the algorithm; no direct LC bellman-ford problem"
389,"Floyd warshall algorithm","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/floyd-warshall-algorithm-dp-16/","Floyd Warshall Algorithm — GFG teaches the algorithm; LC 1334 uses it but is an application"
391,"MST theory","Graphs [Concepts & Problems]",Easy,"https://www.geeksforgeeks.org/prims-minimum-spanning-tree-mst-greedy-algo-5/","Conceptual: MST theory"
392,"Prim's Algorithm","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/prims-algorithm-using-priority_queue-stl/","Prim's Algorithm — LC 1584 uses Euclidean complete graph; Striver's teaches the general algorithm"
393,"Disjoint Set ","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/disjoint-set-data-structures/","Conceptual: Disjoint Set (Union-Find) data structure"
394,"Find the MST weight","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2/","Find MST Weight — LC 1584 uses Euclidean graph; general MST weight has no dedicated LC problem"
402,"Articulation point in graph","Graphs [Concepts & Problems]",Hard,"https://www.geeksforgeeks.org/articulation-points-or-cut-vertices-in-a-graph/","Articulation Points in Graph — no LC equivalent"
404,"Introduction to DP","Dynamic Programming [Patterns and Problems]",Easy,"https://www.geeksforgeeks.org/dynamic-programming/","Conceptual: Introduction to DP"
407,"Frog jump with K distances","Dynamic Programming [Patterns and Problems]",Medium,"https://www.geeksforgeeks.org/frog-jump-k-jumps-allowed/","Frog Jump with K Distances — no LC equivalent"
410,"Ninja's training","Dynamic Programming [Patterns and Problems]",Medium,"https://www.geeksforgeeks.org/maximum-sum-values-chose-every-ith-ii-element/","Ninja's Training — no LC equivalent"
416,"Subset sum equal to target (DP- 14)","Dynamic Programming [Patterns and Problems]",Hard,"https://www.geeksforgeeks.org/subset-sum-problem-dp-25/","Subset Sum Equal to Target — Partition Equal Subset Sum (LC 416) is a specific case; general subset sum is the prerequisite"
419,"Count subsets with sum K","Dynamic Programming [Patterns and Problems]",Hard,"https://www.geeksforgeeks.org/count-of-subsets-with-sum-equal-to-k/","Count Subsets with Sum K — no LC equivalent"
425,"Unbounded knapsack","Dynamic Programming [Patterns and Problems]",Hard,"https://www.geeksforgeeks.org/unbounded-knapsack-repetition-items-allowed/","Unbounded Knapsack — Coin Change 2 counts combinations; knapsack maximizes value — different objective"
426,"Rod Cutting Problem | (DP - 24)","Dynamic Programming [Patterns and Problems]",Hard,"https://www.geeksforgeeks.org/cutting-a-rod-dp-13/","Rod Cutting Problem — no LC equivalent"
448,"Longest Bitonic Subsequence","Dynamic Programming [Patterns and Problems]",Medium,"https://www.geeksforgeeks.org/longest-bitonic-subsequence-dp-15/","Longest Bitonic Subsequence — no LC equivalent"
